,jobClassification,state,teaser,workType,min_salary,max_salary,isRightToWorkRequired,desktopAdTemplate,Python,SQL,R,Tableau,SAS,Matlab,Hadoop,Spark,Java,Scala,recruiter,state_encoded,salary_section,salary_section_enc
398,4,4,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,4,"(60000.0, 80000.0]",5.0
399,4,3,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,3,"(60000.0, 80000.0]",5.0
400,4,3,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,3,"(60000.0, 80000.0]",5.0
401,4,0,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,0,"(60000.0, 80000.0]",5.0
402,4,0,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,0,"(60000.0, 80000.0]",5.0
403,4,6,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,6,"(60000.0, 80000.0]",5.0
404,4,6,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,6,"(60000.0, 80000.0]",5.0
405,4,6,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,6,"(60000.0, 80000.0]",5.0
406,4,6,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,6,"(60000.0, 80000.0]",5.0
407,4,7,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,7,"(60000.0, 80000.0]",5.0
408,4,7,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,1,1,0,0,0,0,0,0,7,"(60000.0, 80000.0]",5.0
409,4,1,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,1,"(60000.0, 80000.0]",5.0
410,4,1,The Australian Bureau of Statistics is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division.,2,65541,73721,0,"The Australian Bureau of Statistics (ABS) is looking to fill multiple Statisticians and Data Professional roles (APS 4) in our Methodology Division (MD).The roles are permanent positions, available as full-time or part-time, to be filled in the Canberra, Sydney, Melbourne, Geelong, Brisbane, Perth and Adelaide ABS offices.About the RoleWe are seeking motivated people with skills in fields such as statistics, data science, mathematics, modelling and analysis, survey sampling and estimation, questionnaire design and evaluation, statistical disclosure control, statistical data integration, economics / econometrics or time series analysis. The roles are best suited to people who work well in a team environment, have strong problem-solving skills, and are able to work flexibly to agreed priorities and deadlines.A career in MD will provide opportunities to develop expertise in methods used in the conduct of official statistics, and opportunities to develop and adapt new methods to be used in the ABS in the future. Successful applicants will have future opportunities to be transferred or promoted within MD or move to other interesting roles across the ABS.The positions offer flexible working arrangements (in terms of hours and/or doing some work from home), working in virtual teams (across the country) and collaborating with external methodologists and other experts in academia, other government agencies or overseas in other National Statistical Offices.As an APS4 in the Methodology Division you will: working under supervision, contribute to methodological projects and provide methodological support to other parts of the ABS take initiative and manage your own work outputs while working independently or as part of a team present the results of methodological work to internal and external audiences in meetings or seminars conduct and prepare reports on research projects and empirical studies.For Mathematical Statistician/Data Scientist roles, you will use statistical computing languages (for example R, Python or SAS) to manipulate data for statistical design and/or analysis.What we are looking forTo be suitable you should have most of or all the skills, qualities and experience outlined in Section 4 of the Applicant Information Kit attached.Tertiary qualifications in data science, statistics, mathematics, physics, computer science, econometrics/economics, bioinformatics, psychology, or another field with a strong quantitative component are highly desirable, with qualifications at honours level or above being a further advantage. A demonstrated ability to learn and apply new methods and technologies will also be highly regarded.How to ApplyFor further information on eligibility for the role and what qualities, experiences and skills we are looking for, please ensure you read through the Applicant Information Kit.Applications close at 11:30PM AEST on Wednesday 9 June 2021.",1,1,1,0,1,0,0,0,0,0,0,1,"(60000.0, 80000.0]",5.0
